ServiceName,ServiceAddress,Suburb,State,Post Code,Phone Number,Email Address,Website,Fees,Disposable Nappies,Cloth Nappies,Food,Hours,Age,Bus service,Air conditioning
Goodstart Early Learning Centre Belmont,Cnr Belmont & Burstall Av,Belmont,QLD,4153,07 38902462,bel@goodstart.org.au,http://www.goodstart.org.au/centres/belmont/overview,,Y,,Y,7:00am - 6:00pm,,,,,
Goodstart Early Learning East Brisbane,153 Mowbray Terrace,EAST BRISBANE,QLD,4169,07 3891 2574,ebr@goodstart.org.au,,,,,,,,,,,
Goodstart Early Learning Hawthorne,159 Hawthorne Rd,Hawthorne,QLD,4171,07 38991955,,,,,,,,,,,,
Goodstart Early Learning Kallangur,52A Duffield Rd,Kallangur,QLD,4503,07 38860033,,,,,,,,,,,,
Goodstart Early Learning Mount Warren Park,282 Mt Warren Blv,Mount Warren Park,QLD,4207,07 38078177,,,,,,,,,,,,
Goodstart Early Learning North Lakes,2 Winn St,North Lakes,QLD,4509,07 38862533,,,,,,,,,,,,
Goodstart Early Learning Oxley,292-308 Seventeen Mile Rocks Rd,Oxley,QLD,4075,07 33759200,,,,,,,,,,,,
Goodstart Early Learning Redcliffe,33 Williams St,Redcliffe,QLD,4020,07 32847144,,,,,,,,,,,,
Goodstart Early Learning Waterford West,1- 3 Beutel St,Waterford West,QLD,4133,07 3805 1177,wat@goodstart.org.au,http://www.goodstart.org.au/centres/waterford/overview,,,,,6:30 AM to 6:30 PM,6 weeks - 6 years,,,,
Goodstart Richlands,57 Poinsettia St,Inala,QLD,4077,07 3278 7777,ina@goodstart.org.au,http://www.goodstart.org.au/centres/richlands/overview,72.9,Y,N,Y,6:00am - 6:00pm,6 weeks - 5 years,Y,,,
Grace Creche & Kindergarten Lutheran Church,3 Meredith St,Redcliffe,QLD,4020,07 32847700,gck@glps.qld.edu.au,,,,,,,,,,,
Grace Creche & Kindergarten Lutheran Church,3 Meredith St,Redcliffe,QLD,4020,07 32847700,gck@glps.qld.edu.au,,,,,,,,,,,
Gramma's House,18 Edmonds Crt,Dayboro,QLD,4521,07 34251674,,www.grammashouse.com.au,,,,,,,,,,
Grasshoppers Early Learning Centre,161 Gordon Rd,Redland Bay,QLD,4165,07 38292266,grasshoppers2@earlylearningservices.com.au,http://www.earlylearningservices.com.au/centres/grasshoppers-early-learning-centre-nippers/,81.5,Y,N,Y,6:00am - 6:00pm,6 weeks - 2.5 years,,,,
Greek Orthodox Community Child Care Centre,30 Browning Street,SOUTH BRISBANE,QLD,4101,07 3844 6187,childcare@gocstgeorge.com.au,,,,,,,,,,,
Green Eggs Early Childhood Centre,72 Ham Rd,Mansfield,QLD,4122,07 33493233,,,,,,,,,,,,
Gremlins Child Care Centre,"Waterford Plaza, Tygum Rd",Waterford West,QLD,4133,07 38055511,,,,,,,,,,,,
Grosvenor Hall Child Care Centre Yeronga,156 School Rd,Yeronga,QLD,4104,07 38482020,,,,,,,,,,,,
Groves Christian College Early Learning Centre,44 Laughlin St,Kingston,QLD,4114,07 32082007,,,,,,,,,,,,
Guillesser L C,35 Parkgrove St,Birkdale,QLD,4159,07 38229033,,,,,,,,,,,,
Gum Nut Kids,1 Verwood Crt,Alexandra Hills,QLD,4161,07 38244274,,,,,,,,,,,,
Gumnut Cottage Child Care Centre,282 Mt Warren Blv,Mount Warren Park,QLD,4207,07 38078177,,,,,,,,,,,,
Guppy's Early Learning Centre,5 Maundrell Tce,Chermside West,QLD,4032,07 32684706,info@guppys.com.au,www.guppys.com.au,,,,,,,,,,
Habitat Early Learning,54 Hogarth Rd,Ferny Grove,QLD,4055,07 38515151,,,,,,,,,,,,
Hamilton House Child Care Centre.,56 Kent St,Hamilton,QLD,4007,07 38683081,hamiltonhouse@kal.net.au,www.kal.net.au,,,,,,,,,,
Handford Rd Child Care Centre,263 Handford Rd,Taigum,QLD,4018,07 38658234,,,,,,,,,,,,
Hansel & Gretel Child Care Centre,40 Monash Rd,Loganlea,QLD,4131,07 32006753,,,,,,,,,,,,
Happy Hours PreSchool & Early Learning Centre,Cnr Wembley & Browns Plains Rds,Browns Plains,QLD,4118,07 38092222,,,,,,,,,,,,
Happy House Childcare & Early Education Centres,"'Waterford Plaza', Tygum Rd",Waterford West,QLD,4133,07 32009385,,,,,,,,,,,,
Happy Times Child Care,127 Station Rd,Burpengary,QLD,4505,07 38885500,,,,,,,,,,,,
Hawthorne House Preschool and Child Care Centre,159 Hawthorne Rd,Hawthorne,QLD,4171,07 38991955,,,,,,,,,,,,
Heaven Developments,10 Main St,Narangba,QLD,4504,07 38866578,info@tadpoles.com.au,www.tadpoles.com.au,,,,,,,,,,
Hedley Child Care & Education Centres,154 Chambers Flat Rd,Waterford West,QLD,4133,07 38059397,,www.hedleychildcare.com.au,,,,,,,,,,
Herston First Steps Childcare Centre,120 Butterfield St,Herston,QLD,4006,07 32160944,herstonfirststep@bigpond.com.au,,,,,,,,,,,
Hillsong Child Care Centre- Brisbane,Hillsong Child Care Centre  16 Rover St,MOUNT GRAVATT,QLD,4122,,childcarecentre@hillsong.com,,,,,,,,,,,
Holland Park Child Care Centre.,93 Seville St,Holland Park,QLD,4121,07 38493300,,,,,,,,,,,,
Holland Park West Kindergarten & Child Care Centre,86 Marshall Rd,Holland Park,QLD,4121,07 33971400,learn@worldoflearning.com.au,http://www.worldoflearning.com.au/centres/holland-park-west-world-of-learning/,,Y,,Y,6:00am - 6:00pm,,,,,
Holy Cross Catholic Parish  - Redcliffe City School Age Care,299 Scarborough Road,SCARBOROUGH,QLD,4020,07 3880 0275,scarboroughoshc@bne.centacare.net.au,,,,,,,,,,,
Hutchison's Child Care Services,"Head Office, 1 / 243 Bradman St",Acacia Ridge,QLD,4110,07 37124100,info@hccs.com.au,www.hccs.com.au,,,,,,,,,,
Hutchison's Early Learning Centre,15 Centennial Way,Forest Lake,QLD,4078,07 32788011,,,,,,,,,,,,
Hutchison's Early Learning Centre,5A Deborah Crt,Slacks Creek,QLD,4127,07 38086161,,,,,,,,,,,,
Hutchison's Early Learning Centre,226 Crest Rd,Park Ridge,QLD,4125,07 38021288,,,,,,,,,,,,
Hutchison's Early Learning Centres,76 Anzac Ave,Browns Plains,QLD,4118,07 38008122,,,,,,,,,,,,
Hyperdome Early Education Centre,58 Commercial Drv,Shailer Park,QLD,4128,07 38013911,,,,,,,,,,,,
Inala Busy Learners Childcare Centre & Pre-School,41 Yulan St,Inala,QLD,4077,07 32787033,,,,,,,,,,,,
Jacaranda - Underwood,2/ 12 Springvale Cct,Underwood,QLD,4119,07 32199797,,www.jacarandasunnybank.com.au,,,,,,,,,,
Jacaranda Early Learning Centre,78 Ardargie St,Sunnybank,QLD,4109,07 32169899,,www.jacarandasunnybank.com.au,,,,,,,,,,
Jack & Jill Child Care Centre,955 Brunswick St,New Farm,QLD,4005,07 33584595,,,,,,,,,,,,
Jahjumbeen Occasional Child Care,5 Grove St,Toowong,QLD,4066,07 33715451,,,,,,,,,,,,
Jellybean Child Care Centre,29 Government Rd,Richlands,QLD,4077,07 32799855,jellybean@kal.net.au,www.kal.net.au,,,,,,,,,,
Joey's Child Care Centre Pty Ltd,18- 22 Logandowns Drv,Loganlea,QLD,4131,07 38052711,,,,,,,,,,,,
Joey's Early Learning Centre,65 - 67 Wembley Rd,Logan Central,QLD,4114,07 38086944,,,,,,,,,,,,
John Paul College Child Care Centre,John Paul Drv,Daisy Hill,QLD,4127,07 38263444,,www.jpc.qld.edu.au,,,,,,,,,,
Early Birds Joseph Banks Early Childhood Education & Care Centre,91 Joseph Banks Ave,Forest Lake,QLD,4078,07 32799200,forestlake@earlybirds.net.au,http://www.earlybirds.net.au/index.php?page=joseph,67.5,N,N,Y,6:30am - 6:00pm,30 months - 5 years,,,,
Centrecare Julia Cumming Community Child Care Centre,12 Addison Road,Graceville,QLD,4075,07 3379 3069,dir.gracevilleldc@bne.centacare.net.au,,61,N,N,S,7:00am - 6:00pm,6 weeks - 5 years,N,,,
Jumping Beans Chilcare,66 Sturgeon St,Ormiston,QLD,4160,07 32866333,,,,,,,,,,,,
KAL Child Care Management Underwood Early Learning Centre,2794 Logan Rd,Underwood,QLD,4119,07 33416063,underwood@kal.net.au,http://www.kal.net.au/home/centres/item/underwood-early-learning-centre.html?category_id=1,,Y,N,Y,6:15am to 6:15pm,6 weeks to 4 years,,,,
KAL Childcare Management Sunnybank Hills Early Learning Centre,285 Gowan Rd,Sunnybank Hills,QLD,4109,07 37115589,sunnybankhills@kal.net.au,http://www.kal.net.au/home/centres/item/sunnybank-hills-early-learning-centre.html?category_id=1,,Y,N,S,6:15am - 6:15pm,6 weeks - 5 years,,,,
KAL Childcare Management Tanah Merah Child Care Centre,6-8 Pintu Drv,Tanah Merah,QLD,4128,07 36355700,tanahmerah@kal.net.au,http://www.kal.net.au/home/centres/item/tanah-merah-early-learning-centre.html?category_id=1,75,Y,N,S,6:15am - 6:15pm,6 weeks - 5 years,Y,Y,,
KAL Sweetgum Children's Development Centre,Cnr Stangate & Sweetgum Sts,Hillcrest,QLD,4118,07 38007766,sweetgum@kal.net.au,www.kal.net.au,,,,,,,,,,
Kallangur Capers,6 Brewer St,Kallangur,QLD,4503,07 34824444,,,,,,,,,,,,
Kdk Kids First Incorporated (Burrowes),41 Third Ave,Marsden,QLD,4132,07 38037717,,www.kdkkidsfirst.com,,,,,,,,,,
Kedron Park Road Child & Development.,60 Kedron Park Rd,Wooloowin,QLD,4030,07 38578122,,,,,,,,,,,,
Kelvin Grove Kindy Land Pre-School & Child Care Centre,Cnr Dunsmore & Franklin Sts,Kelvin Grove,QLD,4059,07 33568153,,,,,,,,,,,,
Kenmore & District Montessori Children's House,9 Brookefield Rd,Kenmore,QLD,4069,07 33781122,,,,,,,,,,,,
Kenmore Child Care Centre,49 Kersley Rd,Kenmore,QLD,4069,07 33789396,,,,,,,,,,,,
Keperra Kids 'R' Us,6- 10 Camoola St,Keperra,QLD,4054,07 38512229,keperrakidsrus@gmail.com,,,,,,,,,,,
Kid-A-Bout Childcare Centre,39 Furzer St,Browns Plains,QLD,4118,07 38092724,,,,,,,,,,,,
Kidikingdom Child Care,54 Railway Pde,Woodridge,QLD,4114,07 38053418,,www.kidikingdom.com,,,,,,,,,,
Kidikingdom Child Care Woodridge,54 Railway Pde,Woodridge,QLD,4114,07 38083060,,www.kidikingdom.com,,,,,,,,,,
Kids & Adults Learning,PO Box 208,Wavell Heights,QLD,4012,07 33146454,,,,,,,,,,,,
Kids & Adults Learning Child Care & Development Centres,PO Box 73,Northgate,QLD,4013,1300 783880,info@kal.net.au,www.kal.net.au,,,,,,,,,,
Kids & Adults Learning Child Care Centres,PO Box 208,Wavell Heights,QLD,4012,07 32607044,,,,,,,,,,,,
Kids Academy Spring Hill,"Ground Floor, Oxygen Building, 170 Leichhart St",Spring Hill,QLD,4004,07 38394700,,,,,,,,,,,,
Kids At West End,18 Mitchell St,West End,QLD,4101,07 38444133,,www.kidsatwestend.com.au,,,,,,,,,,
Kids Be In It Child Care Ctr,23 Yalburu St,Beenleigh,QLD,4207,07 38070133,,,,,,,,,,,,
Kids Capers Child Care Mango Hill,Lot 2/ Freshwater Creek Drv,Mango Hill,QLD,4509,07 32046188,,,,,,,,,,,,
Kids Capers Childcare,2 Old North Rd,Wamuran,QLD,4512,07 54966093,,,,,,,,,,,,
Kids Capers Childcare Child Development Centre & Pre Sc,1-7 Aurora St,North Lakes,QLD,4509,07 32045166,,,,,,,,,,,,
Kids Cottage Child Care Centre.,52 Strathpine Rd,Bald Hills,QLD,4036,07 32613055,,,,,,,,,,,,
Kids Just Want To Have Fun!,Old Gympie Rd,Beerwah,QLD,4519,0419 028771,,,,,,,,,,,,
Kids On Clarence,137 Clarence Rd,Indooroopilly,QLD,4068,07 37208600,,,,,,,,,,,,
Kids On Craig,8 Craig St,Brighton,QLD,4017,07 38694188,,,,,,,,,,,,
Kids' Village Child Care Centre & Pre-School,153 Smith Rd,Woodridge,QLD,4114,07 32992500,,,,,,,,,,,,
Kidz Fun Centre,PO Box 193,Salisbury,QLD,4107,07 33736522,,,,,,,,,,,,
Kidz Magic,77 Juniper St,Heathwood,QLD,4110,07 38797289,kidzmagic@kal.net.au,,,,,,,,,,,
Kidzplace - A Place For Learning,Kookaburra Centre 2 Pine Grove Drv,Crestmead,QLD,4132,07 38033331,,,,,,,,,,,,
Kimberley Park Childcare Centre,Cnr Chatswood Rd & Floret St,Shailer Park,QLD,4128,07 32097155,,,,,,,,,,,,
Kindercraft.,"3rd Floor, City Hall King George Sq",Brisbane,QLD,4000,07 32210145,,,,,,,,,,,,
Kindy Kapers Early Learning Centre,17 Dianthus St,Wakerley,QLD,4154,07 33488764,,,,,,,,,,,,
Kindy Patch Childcare Centre,100 Enoggera Tce,Paddington,QLD,4064,07 33690099,paddington@kindypatch.com.au,http://www.kindypatch.com.au/centres/kindy-patch-paddington/,102,N,N,N,7:00am - 6:00pm,6 weeks - 6 years,,,,
Kindy Patch Childcare Centre,161 Dawson Pde,Grovely,QLD,4054,07 33554949,,,,,,,,,,,,
Kindy Patch Childcare Centre,186 Preston Rd,Manly,QLD,4179,07 33482800,,,,,,,,,,,,
Kindy Patch Childcare Centre,116 Benfer Rd,Victoria Point,QLD,4165,07 32079566,,,,,,,,,,,,
Kindy Patch Park Ridge,229- 232 Crest Rd,Park Ridge,QLD,4125,07 38022211,,,,,,,,,,,,
Kindyworld Red Hill,19 Fulcher Rd,Red Hill,QLD,4059,07 33662411,,,,,,,,,,,,
King Of The Castle Childcare Centre,Cnr 976 Manly Rd & Castlerea St,Tingalpa,QLD,4173,07 38902762,kingofthecastle@people.net.au,,,,,,,,,,,
Kingbird Early Childhood Development Centre,276 Warrigal Rd,Eight Mile Plains,QLD,4113,07 32199129,,,,,,,,,,,,
Kingston Early Learning Centre,3601 Pacific Hwy,Slacks Creek,QLD,4127,07 38085793,kingstonelc@bigpond.com,,,,,,,,,,,
Kingston Tiny Tots Early Learning Centre,3 - 7 Yalumba St,Kingston,QLD,4114,07 32089088,,,,,,,,,,,,
Kinship Hollow,Henley Crt,Bellmere,QLD,4510,0401 645121,,,,,,,,,,,,
Klub Kallangur Outside School Hours Centre,139 School Rd,Kallangur,QLD,4503,07 38862144,,,,,,,,,,,,
Koala Calamvale Childcare Centre,56 Kameruka St,Calamvale,QLD,4116,07 37115155,info@koalacalamvale.com.au,,,,,,,,,,,
Koala Lou Child Care & Nursery,402 Cavendish Rd,Coorparoo,QLD,4151,07 33977955,,,,,,,,,,,,
KU Children's Services The Joey Club,6-8 The Boulevard,Brisbane Airport,QLD,4007,07 3114 1270,ku.tjcbrisbane@ku.com.au,http://www.ku.com.au/ku.joeyclubbrisbane,80,Y,N,Y,6:30am - 6:30pm,6 weeks - 6 years,,,,
Kuraby Early Learning Centre,98 Franquin Crs,Kuraby,QLD,4881,07 38414723,kurabyeic@bigpond.com,,,,,,,,,,,
Kuraby Grove Child Care Centre,102 Besline St,Kuraby,QLD,4881,07 38414444,info@kurabygrove.com.au,,,,,,,,,,,
Kurilpa Community Child Care Centre,136 Gray Rd,West End,QLD,4101,07 38444672,,www.kurilpaccc.org.au,,,,,,,,,,
Lady Gowrie Brisbane,53 Prospect Rd,Mitchelton,QLD,4053,07 38558333,brisfdc@ladygowrie.com.au,www.ladygowrie.com.au,,,,,,,,,,
Lady Gowrie Child Care Centre Capalaba,21 Degen Rd,Capalaba,QLD,4157,07 32452685,,,,,,,,,,,,
Lady Gowrie Child Centre Warry,171 Warry St,Fortitude Valley,QLD,4006,07 32522476,,,,,,,,,,,,
Lady Gowrie Redland East,1/ 11 Oaklands St,Alexandra Hills,QLD,4161,07 38245155,,,,,,,,,,,,
Lady Gowrie West,7 Hawken Drv,St Lucia,QLD,4067,07 38710321,office@ladygowrie.com,www.ladygowrie.com,,,,,,,,,,
Lady Ramsay Early Learning and Education Centre,Bramston Terrace,Herston,QLD,4029,07 3636 1844,Leah_Mitchell@health.qld.gov.au,,83,Y,N,Y,6:00am - 7:00pm,6 weeks - 35 months,,,,
Lead Child Care Willows Child Care Centre,76 Pitt Rd,Burpengary,QLD,4505,07 3888 2350,Willows1@leadchildcare.com.au,http://www.leadchildcare.com.au/~lead/about-my-nearest-centre/burpengary-1/,76,Y,N,N,6:30am - 6:30pm,6 weeks - 6 years,,,,
Little Aussie Kids At Kingston,3 Arch St,Kingston,QLD,4114,07 32991516,,,,,,,6:30am - 6:30pm,,,,,
Little Bears At Honey Pot,59-61 Shayne Ave,Deception Bay,QLD,4508,07 32048244,honeyq@tpg.com.au,,,,,,6:00am - 6:00pm,,,,,
Little Champs Early Learning Centre,52- 56 Coman St,Rothwell,QLD,4022,07 32033455,,,,,,,,,,,,
KAL Child Care Management Little Darlings Early Development Centre,1826 Logan Rd,Upper Mt Gravatt,QLD,4122,07 34206555,littledarlings@kal.net.au,http://www.kal.net.au/home/centres/item/little-darlings-early-development-centre.html,,N,N,,,,,,,
Little Ducks Childcare Annerley,35 Waldheim St,Annerley,QLD,4103,07 38487688,info@annerleyaquarium.com,www.littleducks.com.au,,,,,6:30am - 6:00pm,6 weeks -  12 years,,,,
Little Ducks Childcare Birkdale,435 Old Cleveland Rd East,Birkdale,QLD,4159,07 38225933,,www.littleducks.com.au,,,,,6:30am - 6:00pm,6 weeks -  12 years,,,,
Little Ducks Childcare Wilston,169 Newmarket Rd,Wilston,QLD,4051,07 33568100,,www.littleducks.com.au,,,,,6:30am - 6:00pm,6 weeks -  12 years,,,,
Little Genesis Early Learning Centre,8 Youngs Crossing Rd,Bray Park,QLD,4500,07 38829032,,www.genesis.qld.edu.au,,,,,6:30am - 6:00pm,,,,,
Little Heroes Child Care Centre,8 Craig St,Brighton,QLD,4017,07 38694188,brighton@littleheroes.net.au,http://www.littleheroes.net.au/,,N,N,Y,6:15am - 6:15pm,,,,,
Little Heroes Childcare Centre Greenbank,17 Pub La,Greenbank,QLD,4124,07 32977733,greenbank@littleheroes.net.au,http://www.littleheroes.net.au/,,N,N,Y,6:15am - 6:15pm,,,,,
Little Heroes Kippa-Ring,47 McCosker St,Kippa-Ring,QLD,4021,07 38801158,,http://www.littleheroes.net.au/,,N,N,Y,6:15am - 6:15pm,,,,,
Little Legends Learning Centre,90 Whitehorse Rd,Dakabin,QLD,4503,07 34913288,admin@littlelegends.com.au,http://www.littlelegends.com.au/,79.5,N,N,Y,6:00am - 6:00pm,6 weeks -  5 years,,,,
Little Marchants,930 Gympie Rd,Chermside,QLD,4032,07 36212098,littlemarchants@wmb.org.au,http://www.wmb.org.au/page/Services/Child_Care/,72.5,N,N,Y,6:30am - 5:30pm,6 weeks -  5 years,,,,
Little Ted's Childcare Centre,89 Newnham Rd,Mount Gravatt,QLD,4122,07 33498835,mtgravatt@littleteds.com.au,www.littleteds.com.au,,,,,,,,,,
Little Tots Childcare Centre,596 Gowan Rd,Stretton,QLD,4116,07 37117779,director@littletotschildcare.com.au,,79,N,N,Y,6:45am - 6:15pm,6 weeks -  5 years,,,,
Living Faith Early Learning Centre,9a Armstrong St,Petrie,QLD,4502,07 32854033,lfelc_adsl@hotkey.net.au,http://www.lfelc.org.au/,72.5,Y,N,Y,6:30am - 6:00pm,6 weeks -  5 years,,,,
Lizards Early Learning Centre,1239 Gympie Rd,Aspley,QLD,4034,07 38629133,admin@lizardselc.com.au,www.lizardselc.com.au,,N,N,Y,6:30am - 6:30pm,6 weeks -  5 years,,,,
Logan Tafe Community Child Care Centre,50-68 Armstrong Rd,Meadowbrook,QLD,4131,07 32996277,admin@ltfeccc.com.au,,71,,,,7:00am - 6:00pm,6 weeks - 5 years,,,,
Lyndhurst Early Learning Centre,3 London Rd,Clayfield,QLD,4011,07 31172222,lyndhurst@childrenfirst.com.au,http://www.childrenfirst.com.au/index.php/lyndhurst,104.5,N,N,Y,6:30am - 6:30pm,6 weeks - 5 years,,,,
Early Birds Education & Care Marsden,66 Macarthy Rd,Marsden,QLD,4132,07 38034660,marsden@earlybirds.net.au,http://www.earlybirds.net.au/index.php?page=macarthy,,,,,6:15am - 6:15pm,2 years - 5 years,,,,
Centrecare Majella Early Years Centre,146 Maundrell Terrace,Chermside,QLD,4032,07 3350 1244,dir.chermsidewestldc@bne.centacare.net.au,,70,N,N,Y,7:00am - 6:00pm,6 weeks - 5 years,N,,,
Green Eggs Child Care,72- 78 Ham Rd,Mansfield,QLD,4122,07 33493233,mail@greeneggschildcare.com.au,http://www.greeneggschildcare.com.au/,84,N,N,Y,6:30am - 6:00pm,13 months - 5 years,,,,
Margaret Cribb Child Care Centre,70 Coleridge St,St Lucia,QLD,4067,07 33651509,margaret.cribb@mcccc.org.au,http://www.mcccc.org.au/,76,N,N,N,7:30am - 5:30pm,6 weeks -  5 years,,,,
Goodstart Maridale Park Child Care Centre,9 Greenup St,Capalaba,QLD,4157,07 32451365,ccl@goodstart.org.au,http://www.goodstart.org.au/centres/capalaba-greenup-street,,Y,N,Y,6:00am - 6:00pm,6 weeks -  5 years,,,,
Mary Street Child Care Centre Birkdale,20a Mary St,Birkdale,QLD,4159,07 38224330,,http://www.birkdalechildcare.com.au/,,N,N,Y,6:30am - 6:00pm,15 months - 3 years,,,,
Mater Hospital Childcare,12-16 Clarence Street,South Brisbane,QLD,4101,07 3163 3444,childcare@mater.org.au,http://www.mater.org.au/Home/Services/Mater-ChildCare,85,Y,N,Y,6:30am - 6:00pm,6 weeks -  5 years,,,,
Meadowbrook Childcare Centre,16 Yeates Crs,Meadowbrook,QLD,4131,07 38053341,meadowbrookccc@live.com.au,,67,N,N,Y,6:00am - 6:00pm,6 weeks -  5 years,,,,
Milton Road Childrens Centre,467 Milton Rd,Auchenflower,QLD,4066,07 38700211,miltonroadcc@live.com,,79,Y,N,Y,6:30am - 6:00pm,6 weeks -  5 years,,,,
KAL Child Care Services Mini Mee's Child Care Centre,298 Bayliss Rd,Heritage Park,QLD,4118,07 38032599,minimees@kal.net.au,http://www.kal.net.au/home/centres/item/mini-mees-child-care-centre.html?category_id=1,,N,N,N,6:00am - 6:00pm,6 weeks -  12 years,,,,
Mitchelton Child Care Centre & Pre School,Cnr Church & Blaker Rds,Mitchelton,QLD,4053,07 33541853,info@mitcheltonccc.com,www.mitcheltonccc.com,,,,,6:30am - 6:00pm,6 weeks -  5 years,,,,
Molly's House,139 Turner Rd,Kedron,QLD,4031,07 33505023,,,,,,,7:00am - 6:00pm,,,,,
Inside Outside Montessori Childcare Taringa,5 Woolley St,Taringa,QLD,4068,07 37200361,iomch@tpg.com.au,http://www.montessorichildcare.com.au/taringa-home-page.html,,,,,7:30am - 6:00pm,,,,,
Montessori Garden Early Learning & Childcare Centre,2784 Logan Rd,Underwood,QLD,4119,07 38411673,montessorigarden@hotmail.com,www.montessorigarden.com.au,68,N,N,N,6:30am - 6:30pm,6 weeks -  5 years,,,,
Giggles The Montessori Journey Wynnum,95 Glenora St,Wynnum,QLD,4178,07 33968800,info@montessorijourney.com.au,http://www.montessorijourney.com.au/,69,N,N,N,7:30am - 4:00pm,3 years - 6 years,,,,
Moorooka - St Brendan's Child Care Centre,80 Hamilton Rd,Moorooka,QLD,4105,07 32751741,,http://www.stbrendansccc.com.au/,,N,N,N,6:30am - 6:00pm,15 months - 5 years,,,,
Moorooka Early Learning Centre,14 Sherley St,Moorooka,QLD,4105,07 38924429,director@moorookaearlylearning.com.au,http://www.moorookaearlylearning.com.au/,66,N,N,N,6:30am - 6:30pm,,,,,
Moreton Bay Childcare & Development Centre,183 Radford Rd,Manly West,QLD,4179,07 33961388,info@moretonbaycc.com.au,,79,N,N,N,6:45am - 6:15pm,13 months - 5 years,,,,
Morningside Child Care Centre,5 Windermere Ave,Morningside,QLD,4170,07 33994198,,,,,,,,,,,,
Mother Duck Child Care & Pre-School Centre Carindale,40 Scrub Rd,Carindale,QLD,4152,07 38435577,Carindale@MotherDuck.com.au,www.motherduck.com.au,,,,,6:30am - 6:30pm,0 weeks - 5 years,,,,
Mother Duck Child Care & Pre-School Centre Bellbowrie,38 Sugarwood St,Bellbowrie,QLD,4070,07 32028844,Bellbowrie@MotherDuck.com.au,http://www.motherduck.com.au/our-centres/bellbowrie,,,,,6:30am - 6:30pm,0 weeks - 5 years,,,,
Mother Duck Child Care & Pre-School Centre Eatons Hill,Eaton Central Bunya Park Drv,Eatons Hill,QLD,4037,07 32646277,EatonsHill@MotherDuck.com.au,http://www.motherduck.com.au/our-centres/eatons-hill,75.5,N,N,N,6:30am - 6:30pm,0 weeks - 5 years,,,,
Mother Duck Child Care & Pre-School Centre Kallangur,1370 Anzac Ave,Kallangur,QLD,4503,07 38860822,Kallangur@MotherDuck.com.au,http://www.motherduck.com.au/our-centres/kallangur,70,N,N,N,6:00am - 6:00pm,0 weeks - 5 years,,,,
Mother Duck Child Care & Pre-School Centres Bracken Ridge,96 Barrett St,Bracken Ridge,QLD,4017,07 38693126,Brackenridge@motherduck.com.au,http://www.motherduck.com.au/our-centres/bracken-ridge,,,,,6:00am - 6:00pm,0 weeks - 5 years,,,,
Mother Duck Child Care & Pre-School Centre Gaythorne,23 Heliopolis Pde,Gaythorne,QLD,4051,07 38551090,Gaythorne@MotherDuck.com.au,http://www.motherduck.com.au/our-centres/gaythorne,,,,,6:30am - 6:30pm,0 weeks - 5 years,,,,
Mother Duck Child Care & Pre-School Centre Strathpine,61 Bells Pocket Rd,Strathpine,QLD,4500,07 38813000,Strathpine@MotherDuck.com.au,http://www.motherduck.com.au/our-centres/strathpine,,,,,6:00am - 6:00pm,0 weeks - 5 years,,,,
Mother Duck Child Care & Pre-School Centre Petrie,16 Reid St,Petrie,QLD,4502,07 32857088,petrie@MotherDuck.com.au,http://www.motherduck.com.au/our-centres/petrie,69.75,N,N,N,6:00am - 6:00pm,13 months - 5 years,,,,
Mother Duck Child Care & Preschool Centre Manly,59 Manly Rd,Manly,QLD,4179,07 33933544,Manly@MotherDuck.com.au,http://www.motherduck.com.au/our-centres/manly,,,,,6:30am - 6:30pm,0 weeks - 5 years,,,,
Mother Duck Child Care & Preschool Centre Wynnum,405 Tingal Road,Wynnum,QLD,4178,07 3162 6150,wynnum@MotherDuck.com.au,http://www.motherduck.com.au/our-centres/wynnum,72.5,N,N,N,,0 weeks - 5 years,,,Opens Apr 2014,
Mother Duck Childcare & Pre-School Centre Lawnton,1 Station Rd,Lawnton,QLD,4501,07 32856595,Lawnton@MotherDuck.com.au,http://www.motherduck.com.au/our-centres/lawnton,,,,,6:00am - 6:00pm,0 weeks - 5 years,,,,
Mother Duck Childcare and Pre-school Centres Enoggera,36 Glenalva Tce,Enoggera,QLD,4051,07 33564954,Enoggera@MotherDuck.com.au,w.motherduck.com.au/our-centres/enoggera,73.75,N,N,N,6:00am - 6:00pm,0 weeks - 5 years,,,,
Little Teds Child Care Centre,20 Ellen St,Oxley,QLD,4075,07 33792177,oxley@littleteds.com.au,www.littleteds.com.au,,,,,6:30am - 6:30pm,15 months - 5 years,,,,
Goodstart Early Learning Centre Mowbray House ,153 Mowbray Tce,East Brisbane,QLD,4169,07 38912574,ebr@goodstart.org.au,http://www.goodstart.org.au/centres/east-brisbane/overview,85.2,Y,N,Y,6:30am - 6:00pm,6 weeks - 6 years,N,Y,,
KAL Child Care Management Mt Gravatt East Early Learning Centre,134 Newnham Rd,Mount Gravatt East,QLD,4122,07 36355700,mtgravatteast@kal.net.au,http://www.kal.net.au/home/centres/item/mt-gravatt-east-early-learning-centre.html?category_id=1,,N,N,S,6:15am - 6:15pm,6 weeks - 6 years,,,,
Mt. Cotton Village Child Care Centre ,50 Valley Way,Mount Cotton,QLD,4165,07 38299675,,http://www.mtcottonchildcare.com.au/child-care-centres/mt-cotton-village-child-care-centre/,,N,N,Y,6:30am - 6:30pm,,N,Y,,
